date,open,high,low,close,volume
2025-01-22,605.92,607.82,605.36,606.44,48195973
2025-01-23,605.8,609.75,605.52,609.75,41152102
2025-01-24,609.81,610.78,606.8,607.97,34604693
2025-01-27,594.81,599.69,594.64,599.37,70361125
2025-01-28,600.62,605.37,597.25,604.52,44433322
2025-01-29,603.72,604.13,599.22,601.81,37177429
2025-01-30,603.96,606.6,600.715,605.04,39281255
2025-01-31,607.5,609.96,601.05,601.82,66671471
2025-02-03,592.67,600.29,590.49,597.77,65857248
2025-02-04,597.83,602.3,597.28,601.78,33457815
2025-02-05,600.64,604.37,598.58,604.22,30653149
2025-02-06,605.99,606.4525,602.63,606.32,35771503
2025-02-07,606.89,608.13,600.05,600.77,50788516
2025-02-10,604.03,605.4999,602.74,604.85,26048714
2025-02-11,602.55,605.86,602.43,605.31,30056740
2025-02-12,599.2,604.55,598.51,603.36,45076076
2025-02-13,604.48,609.94,603.2,609.73,40921297
2025-02-14,609.94,610.99,609.07,609.7,26910448
2025-02-18,610.88,611.49,608.38,611.49,26749030
2025-02-19,610.08,613.23,609.56,612.93,31011072
2025-02-20,611.54,611.684,607.02,610.38,36554002
2025-02-21,610.16,610.3,599.47,599.94,76519818
2025-02-24,602.02,603.03,596.49,597.21,50737213
2025-02-25,597.15,597.89,589.56,594.24,58266472
2025-02-26,595.93,599.58,591.8556,594.54,43321578
2025-02-27,596.85,598.02,584.65,585.05,74196664
2025-02-28,585.56,594.72,582.44,594.18,88744106
2025-03-03,596.18,597.34,579.9,583.77,74249199
2025-03-04,579.71,585.39,572.25,576.86,109648212
2025-03-05,576.69,584.88,573.0795,583.06,71230528
2025-03-06,575.48,580.1736,570.12,572.71,80094868
2025-03-07,570.9,577.39,565.63,575.92,81158816
2025-03-10,567.59,569.54,555.59,560.58,97084529
2025-03-11,559.4,564.02,552.02,555.92,88102109
2025-03-12,562.17,563.11,553.69,558.87,69588167
2025-03-13,558.49,559.105,549.68,551.42,74079414
2025-03-14,556.11,563.83,551.4917,562.81,62660321
2025-03-17,562.79,569.71,562.35,567.15,49008709
2025-03-18,564.8,565.02,559.06,561.02,66041422
2025-03-19,562.83,570.95,561.63,567.13,66555985
2025-03-20,563.33,570.57,562.6012,565.49,62958195
2025-03-21,559.28,564.89,558.03,563.98,83762964
2025-03-24,570.8,575.15,570.2,574.08,58766795
2025-03-25,575.3,576.41,573.69,575.46,38355735
2025-03-26,575.19,576.33,567.19,568.59,52228898
2025-03-27,567.18,570.9,564.94,567.08,42164248
2025-03-28,565.53,566.2675,555.07,555.66,71662653
